batch_id,seed,stage_index,domain,pair_index,candidate,primary,CE_before,CE_after,CE_delta,foreground_Dice_delta,FG_class_CE_deltas,FG_class_Dice_deltas
B0/seed1/stage2/Drishti_GS/pair05,1,2,Drishti_GS,5,P2,False,0.48902879529412363,0.48870093979642587,-0.0003278554976977599,0.00010305962903045529,"[0.003028799162552165, -0.002456549884415127]","[0.00024875174617150497, -4.263248811059439e-05]"
B0/seed1/stage2/Drishti_GS/pair05,1,2,Drishti_GS,5,P3,False,0.48902879529412363,0.48934099114520596,0.00031219585108233083,-0.00013140226603675087,"[0.006734969111675593, -0.0032604011286151424]","[-7.888223136942596e-05, -0.0001839223007041313]"
B0/seed1/stage2/Drishti_GS/pair05,1,2,Drishti_GS,5,P4,True,0.48902879529412363,0.4888723557882334,-0.00015643950589022682,-6.50330592453785e-05,"[0.0050257331008789485, -0.0025433136168232506]","[1.7822643319787e-05, -0.0001478887618105995]"
B0/seed1/stage2/Drishti_GS/pair06,1,2,Drishti_GS,6,P0,False,0.48902879529412363,0.48926988467059435,0.0002410893764707156,-0.001553219078341439,"[0.02577903263909187, -0.0005903835651136502]","[-0.001984103860834252, -0.0011223342958486815]"
B0/seed1/stage2/Drishti_GS/pair06,1,2,Drishti_GS,6,P1,False,0.48902879529412363,0.48926988467059435,0.0002410893764707156,-0.001553219078341439,"[0.02577903263909187, -0.0005903835651136502]","[-0.001984103860834252, -0.0011223342958486815]"
B0/seed1/stage2/Drishti_GS/pair06,1,2,Drishti_GS,6,P2,False,0.48902879529412363,0.48974710374515673,0.0007183084510331006,-0.0007471418211197345,"[0.009531077541526045, 0.0007530230538493887]","[-0.0009289501397352629, -0.0005653335025041506]"
B0/seed1/stage2/Drishti_GS/pair06,1,2,Drishti_GS,6,P3,False,0.48902879529412363,0.4894040639540899,0.000375268659966288,-0.00034139562010487845,"[0.005749645558884353, 0.0011139728316005293]","[-0.0003517554297018388, -0.00033103581050786257]"
B0/seed1/stage2/Drishti_GS/pair06,1,2,Drishti_GS,6,P4,True,0.48902879529412363,0.48921277155623444,0.00018397626211080764,-0.0002687775568804285,"[0.004944373481627462, 0.0014803952425324063]","[-0.0002570105627194841, -0.00028054455104131737]"
B0/seed1/stage2/Drishti_GS/pair07,1,2,Drishti_GS,7,P0,False,0.48902879529412363,0.49207685446898936,0.003048059174865725,-0.0037608784550388075,"[0.04748655905145416, -0.0052040593238597]","[-0.005160758706733493, -0.0023609982033441224]"
B0/seed1/stage2/Drishti_GS/pair07,1,2,Drishti_GS,7,P1,False,0.48902879529412363,0.49207685446898936,0.003048059174865725,-0.0037608784550388075,"[0.04748655905145416, -0.0052040593238597]","[-0.005160758706733493, -0.0023609982033441224]"
B0/seed1/stage2/Drishti_GS/pair07,1,2,Drishti_GS,7,P2,False,0.48902879529412363,0.4906002184361565,0.0015714231420328462,-0.0011736682972492418,"[0.024487897042039908, 0.0008947939366549251]","[-0.0015306628749607865, -0.0008166737195377527]"
B0/seed1/stage2/Drishti_GS/pair07,1,2,Drishti_GS,7,P3,False,0.48902879529412363,0.49019195606874366,0.0011631607746200312,-0.0004610051275866778,"[0.016932863928186048, 0.0010892417056127535]","[-0.0005176752263494344, -0.00040433502882397665]"
B0/seed1/stage2/Drishti_GS/pair07,1,2,Drishti_GS,7,P4,True,0.48902879529412363,0.4898481828839063,0.0008193875897826719,-0.000423039379699397,"[0.01540752164734771, 0.0016080874135818712]","[-0.0004884842554294666, -0.00035759450396938286]"
B0/seed2/stage1/RIM_ONE_r3/pair00,2,1,RIM_ONE_r3,0,P0,False,0.6958993391770867,0.6981118111796696,0.0022124720025828992,-0.00323980386005307,"[0.013016578618903374, 0.04342362125997479]","[-0.001127666106379599, -0.005351941613726541]"
B0/seed2/stage1/RIM_ONE_r3/pair00,2,1,RIM_ONE_r3,0,P1,False,0.6958993391770867,0.6981118111796696,0.0022124720025828992,-0.00323980386005307,"[0.013016578618903374, 0.04342362125997479]","[-0.001127666106379599, -0.005351941613726541]"
B0/seed2/stage1/RIM_ONE_r3/pair00,2,1,RIM_ONE_r3,0,P2,False,0.6958993391770867,0.6977451808303456,0.0018458416532589617,-0.0016617894416448564,"[0.01842048386344608, 0.013102327542096504]","[-0.0013371881623097104, -0.001986390720980058]"
B0/seed2/stage1/RIM_ONE_r3/pair00,2,1,RIM_ONE_r3,0,P3,False,0.6958993391770867,0.6979092440357183,0.002009904858631617,-0.0016208818103401468,"[0.020680103908818026, 0.012258349091443854]","[-0.0013339341707926944, -0.0019078294498876547]"
B0/seed2/stage1/RIM_ONE_r3/pair00,2,1,RIM_ONE_r3,0,P4,True,0.6958993391770867,0.6976359558361719,0.0017366166590851995,-0.0016557517534725452,"[0.017213213271105587, 0.012859407484782537]","[-0.0013868277489358927, -0.0019246757580092533]"
B0/seed2/stage1/RIM_ONE_r3/pair01,2,1,RIM_ONE_r3,1,P0,False,0.6958993391770867,0.6978688877698092,0.00196954859272247,-0.0025920225085803716,"[0.010575352782251635, 0.041694415832192355]","[-0.000807109316296184, -0.004376935700864615]"
B0/seed2/stage1/RIM_ONE_r3/pair01,2,1,RIM_ONE_r3,1,P1,False,0.6958993391770867,0.6978688877698092,0.00196954859272247,-0.0025920225085803716,"[0.010575352782251635, 0.041694415832192355]","[-0.000807109316296184, -0.004376935700864615]"
